,Address,Rentel_price,No_of_bed,No_of_bathroom,Area,Pets,Deposit,City,State code,Country,Washer/Dryer,Air_Conditioning,Parking,Fireplace,Dishwasher,Hardwood_floor,Roofdeck,Storage,Sno
3958,"Grangetown, CF11 6FR, United Kingdom",£ 2875 ,       1        Bed     ,       1        Bath     ,,,,, CF11 6FR, United Kingdom,No,No,Yes,No,No,No,No,No,3958
3959,"Canton, CF5 1DH, United Kingdom",£ 3995 ,       1        Bed     ,       1        Bath     ,       366        Sq Ft     ,No,,, CF5 1DH, United Kingdom,No,No,Yes,No,No,No,No,No,3959
3960,"Radyr Comprehensive School, Heol Isaf, Cardiff, CF15 8XG, United Kingdom",£ 2700,       4        Bed     ,       3        Bath     ,,,, Cardiff, CF15 8XG, United Kingdom,No,No,No,No,No,No,No,No,3960
3961,"92, 90 Cathedral Road, Cardiff, CF11 9PP, United Kingdom",£ 995,       2        Bed     ,       1        Bath     ,,,, Cardiff, CF11 9PP, United Kingdom,No,No,No,No,No,No,No,No,3961
3962,"Cathays, CF10 3DY, United Kingdom",£ 5895 ,       3        Bed     ,       1        Bath     ,       753        Sq Ft     ,No,,, CF10 3DY, United Kingdom,No,No,No,No,No,No,No,No,3962
3963,"Cathays, CF24 4AU, United Kingdom",£ 3995 ,       2        Bed     ,       1        Bath     ,,,,, CF24 4AU, United Kingdom,No,No,No,No,Yes,No,No,No,3963
3964,"Lowther Road, Richmond Road, Cardiff, CF24 3BT, United Kingdom",£ 1050,       2        Bed     ,       1        Bath     ,,,, Cardiff, CF24 3BT, United Kingdom,No,No,No,No,No,No,No,No,3964
3965,"Flaxland Avenue, Cardiff, CF14 3NT, United Kingdom",£ 1575,       3        Bed     ,       1        Bath     ,,,, Cardiff, CF14 3NT, United Kingdom,No,No,No,No,No,No,No,No,3965
3966,"West Grove, Cardiff, CF24 0TB, United Kingdom",£ 630,       1        Bed     ,       1        Bath     ,,,, Cardiff, CF24 0TB, United Kingdom,No,No,No,No,No,No,No,No,3966
3967,"Atlantic Cladding, East Tyndall Street, Cardiff, CF24 5EY, United Kingdom",£ 1100,       2        Bed     ,       1        Bath     ,,,, Cardiff, CF24 5EY, United Kingdom,No,No,No,No,No,No,No,No,3967
3968,"Cathays, CF10 3DY, United Kingdom",£ 3410 ,       2        Bed     ,       1        Bath     ,       645        Sq Ft     ,No,,, CF10 3DY, United Kingdom,No,No,No,No,No,No,No,No,3968
3969,"Gladys Street, Cardiff, CF24 4HA, United Kingdom",£ 2080,       4        Bed     ,,,,, Cardiff, CF24 4HA, United Kingdom,No,No,No,No,No,No,No,No,3969
3970,"Grangetown, CF11 6SQ, United Kingdom",£ 4214 ,       3        Bed     ,       1        Bath     ,"       1,001        Sq Ft     ",No,,, CF11 6SQ, United Kingdom,No,No,Yes,No,No,No,No,No,3970
3971,"Empire House, Mount Stuart Square, Cardiff, CF10 5LG, United Kingdom",£ 2250,       2        Bed     ,       2        Bath     ,,,, Cardiff, CF10 5LG, United Kingdom,No,No,No,No,No,No,No,No,3971
3972,"2-11 East Grove, Cardiff, CF24 3AB, United Kingdom",£ 860,       1        Bed     ,       1        Bath     ,,,, Cardiff, CF24 3AB, United Kingdom,No,No,No,No,No,No,No,No,3972
3973,"Llanfair Road, Cardiff, CF11 9PZ, United Kingdom",£ 1700,       3        Bed     ,       2        Bath     ,,,, Cardiff, CF11 9PZ, United Kingdom,No,No,No,No,No,No,No,No,3973
3974,"Glynrhondda Street, Cardiff, CF24 4AN, United Kingdom",£ 950,       1        Bed     ,,,,, Cardiff, CF24 4AN, United Kingdom,No,No,No,No,No,No,No,No,3974
3975,"Edward Nicholl Court, Cardiff, CF23 9BW, United Kingdom",£ 1200,       2        Bed     ,,,,, Cardiff, CF23 9BW, United Kingdom,No,No,No,No,No,No,No,No,3975
3976,"Cathedral Orthodontics, 80 Cathedral Road, Cardiff, CF11 9LN, United Kingdom",£ 1700,       2        Bed     ,       1        Bath     ,,,, Cardiff, CF11 9LN, United Kingdom,No,No,No,No,No,No,No,No,3976
3977,"Admiral House, 38-42 Newport Road, Cardiff, CF24 0AB, United Kingdom",£ 950,       1        Bed     ,       1        Bath     ,,,, Cardiff, CF24 0AB, United Kingdom,No,No,No,No,No,No,No,No,3977
3978,"The Aspect, 140 Queen Street, Cardiff, CF10 2GP, United Kingdom",£ 1550,       2        Bed     ,,,,, Cardiff, CF10 2GP, United Kingdom,No,No,No,No,No,No,No,No,3978
3979,"Ninian Road, Cardiff, CF23 5EJ, United Kingdom",£ 750,       1        Bed     ,       1        Bath     ,,,, Cardiff, CF23 5EJ, United Kingdom,No,No,No,No,No,No,No,No,3979
3980,"Glynrhondda Street, Cardiff, CF24 4AN, United Kingdom",£ 840,       1        Bed     ,,,,, Cardiff, CF24 4AN, United Kingdom,No,No,No,No,No,No,No,No,3980
3981,"Pierhead Street, Cardiff, CF10 4PH, United Kingdom",£ 1200,       2        Bed     ,       2        Bath     ,,,, Cardiff, CF10 4PH, United Kingdom,No,No,No,No,No,No,No,No,3981
3982,"39 Bangor Street, Cardiff, CF24 3LR, United Kingdom",£ 2150,       5        Bed     ,       2        Bath     ,,,, Cardiff, CF24 3LR, United Kingdom,No,No,No,No,No,No,No,No,3982
3983,"Saint David's Centre, Charles Street, Cardiff, CF10 2GB, United Kingdom",£ 1300,       1        Bed     ,       1        Bath     ,,,, Cardiff, CF10 2GB, United Kingdom,No,No,No,No,No,No,No,No,3983
3984,"48 Colum Road, Cardiff, CF10 3EE, United Kingdom",£ 475,       1        Bed     ,       2        Bath     ,,,, Cardiff, CF10 3EE, United Kingdom,No,No,No,No,No,No,No,No,3984
3985,"Minister Street, Cardiff, CF24 4HR, United Kingdom",£ 3465,       7        Bed     ,       3        Bath     ,,,, Cardiff, CF24 4HR, United Kingdom,No,No,No,No,No,No,No,No,3985
3986,"Saint David's Centre, Bakers Row, Cardiff, CF10 1AL, United Kingdom",£ 1750,       2        Bed     ,       2        Bath     ,,,, Cardiff, CF10 1AL, United Kingdom,No,No,No,No,No,No,No,No,3986
3987,"Roath, CF24 3AN, United Kingdom",£ 2875 ,       1        Bed     ,       1        Bath     ,       645        Sq Ft     ,No,,, CF24 3AN, United Kingdom,No,No,No,No,No,No,No,No,3987
3988,"Roath Court Place, Cardiff, CF24 3NW, United Kingdom",£ 800,       1        Bed     ,       1        Bath     ,,,, Cardiff, CF24 3NW, United Kingdom,No,No,No,No,No,No,No,No,3988
3989,"Forio House, Hemingway Road, Cardiff, CF10 4DD, United Kingdom",£ 1100,       1        Bed     ,       1        Bath     ,,,, Cardiff, CF10 4DD, United Kingdom,No,No,No,No,No,No,No,No,3989
3990,"Llanbleddian Gardens, Cardiff, CF24 4AT, United Kingdom",£ 1100,       1        Bed     ,,,,, Cardiff, CF24 4AT, United Kingdom,No,No,No,No,No,No,No,No,3990
3991,"Cosmeston Street, Cardiff, CF24 4LR, United Kingdom",£ 1500,       3        Bed     ,       1        Bath     ,,,, Cardiff, CF24 4LR, United Kingdom,No,No,No,No,No,No,No,No,3991
3992,"Pipkin Close, Cardiff, CF23 8FD, United Kingdom",£ 1000,       2        Bed     ,       1        Bath     ,,,, Cardiff, CF23 8FD, United Kingdom,No,No,No,No,No,No,No,No,3992
3993,"Grangetown, CF11 6RF, United Kingdom",£ 10475 ,       5        Bed     ,       2        Bath     ,"       1,603        Sq Ft     ",No,,, CF11 6RF, United Kingdom,No,No,Yes,No,Yes,No,No,No,3993
3994,"New Zealand Road, Cardiff, CF14 3BS, United Kingdom",£ 1350,       3        Bed     ,       1        Bath     ,,,, Cardiff, CF14 3BS, United Kingdom,No,No,No,No,No,No,No,No,3994
3995,"Tesco, Cathays Terrace, Cardiff, CF24 4HY, United Kingdom",£ 1000,       2        Bed     ,       2        Bath     ,,,, Cardiff, CF24 4HY, United Kingdom,No,No,No,No,No,No,No,No,3995
3996,"Alma Road, Cardiff, CF23 5BT, United Kingdom",£ 925,       1        Bed     ,       1        Bath     ,,,, Cardiff, CF23 5BT, United Kingdom,No,No,No,No,No,No,No,No,3996
3997,"10 The Walk, Cardiff, CF24 3AF, United Kingdom",£ 800,              Studio     ,       1        Bath     ,,,, Cardiff, CF24 3AF, United Kingdom,No,No,No,No,No,No,No,No,3997
3998,"Hamilton Street, Cardiff, CF11 9FG, United Kingdom",£ 2750,       3        Bed     ,       3        Bath     ,,,, Cardiff, CF11 9FG, United Kingdom,No,No,No,No,No,No,No,No,3998
3999,"Elm Street Lane, Cardiff, CF24 3QH, United Kingdom",£ 1300,       2        Bed     ,       1        Bath     ,,,, Cardiff, CF24 3QH, United Kingdom,No,No,No,No,No,No,No,No,3999
4000,"Connaught Road, Cardiff, CF24 3PX, United Kingdom",£ 1100,       2        Bed     ,       1        Bath     ,,,, Cardiff, CF24 3PX, United Kingdom,No,No,No,No,No,No,No,No,4000
4001,"Bay Chambers, Mount Stuart Arcade, Cardiff, CF10 5ES, United Kingdom",£ 1425,       2        Bed     ,       2        Bath     ,,,, Cardiff, CF10 5ES, United Kingdom,No,No,No,No,No,No,No,No,4001
4002,"Wells Garages, Wells Street Lane, Cardiff, CF11 9BD, United Kingdom",£ 1300,       1        Bed     ,       1        Bath     ,,,, Cardiff, CF11 9BD, United Kingdom,No,No,No,No,No,No,No,No,4002
4003,"Adamsdown, CF24 1PE, United Kingdom",£ 6748 ,       3        Bed     ,       1        Bath     ,,,,, CF24 1PE, United Kingdom,No,No,Yes,No,Yes,No,No,No,4003
4004,"119 Mackintosh Place, Cardiff, CF24 4RQ, United Kingdom",£ 3430,       7        Bed     ,       5        Bath     ,,,, Cardiff, CF24 4RQ, United Kingdom,No,No,No,No,No,No,No,No,4004
4005,"Caldey Island House, Butetown Link, Cardiff, CF11 0JN, United Kingdom",£ 1300,       2        Bed     ,       2        Bath     ,,,, Cardiff, CF11 0JN, United Kingdom,No,No,No,No,No,No,No,No,4005
4006,"North Mews, Silurian Place, Cardiff, CF10 4DN, United Kingdom",£ 950,       1        Bed     ,       1        Bath     ,,,, Cardiff, CF10 4DN, United Kingdom,No,No,No,No,No,No,No,No,4006
4007,"Plumb City, Richmond Road, Cardiff, CF24 3BT, United Kingdom",£ 1940,       3        Bed     ,       1        Bath     ,,,, Cardiff, CF24 3BT, United Kingdom,No,No,No,No,No,No,No,No,4007
4008,"Vita Student Park Place, Park Place, Cardiff, CF10 3FH, United Kingdom",£ 1152,       1        Bed     ,       1        Bath     ,,,, Cardiff, CF10 3FH, United Kingdom,No,No,No,No,No,No,No,No,4008
4009,"Old Mill Road, Cardiff, CF14 0XP, United Kingdom",£ 1200,       2        Bed     ,       1        Bath     ,,,, Cardiff, CF14 0XP, United Kingdom,No,No,No,No,No,No,No,No,4009
4010,"Glynrhondda Street, Cardiff, CF24 4AN, United Kingdom",£ 950,       1        Bed     ,,,,, Cardiff, CF24 4AN, United Kingdom,No,No,No,No,No,No,No,No,4010
4011,"Moy Road, Cardiff, CF24 4TE, United Kingdom",£ 700,              Studio     ,       1        Bath     ,,,, Cardiff, CF24 4TE, United Kingdom,No,No,No,No,No,No,No,No,4011
4012,"12 Maitland Street, Cardiff, CF14 3JU, United Kingdom",£ 1500,       2        Bed     ,       1        Bath     ,,,, Cardiff, CF14 3JU, United Kingdom,No,No,No,No,No,No,No,No,4012
4013,"Grangetown, CF11 7LW, United Kingdom",£ 12594 ,       5        Bed     ,       2        Bath     ,,,,, CF11 7LW, United Kingdom,No,No,Yes,No,No,No,No,No,4013
4014,"Inglefield Avenue, Cardiff, CF14 3PZ, United Kingdom",£ 2240,       4        Bed     ,       2        Bath     ,,,, Cardiff, CF14 3PZ, United Kingdom,No,No,No,No,No,No,No,No,4014
4015,"Canton, CF5 1DH, United Kingdom",£ 5286 ,       2        Bed     ,       1        Bath     ,       635        Sq Ft     ,No,,, CF5 1DH, United Kingdom,No,No,Yes,No,No,No,No,No,4015
4016,"Old Mill Road, Cardiff, CF14 0XP, United Kingdom",£ 1200,       2        Bed     ,       1        Bath     ,,,, Cardiff, CF14 0XP, United Kingdom,No,No,No,No,No,No,No,No,4016
4017,"Courtfield Hotel, 101 Cathedral Road, Cardiff, CF11 9PH, United Kingdom",£ 950,       1        Bed     ,,,,, Cardiff, CF11 9PH, United Kingdom,No,No,No,No,No,No,No,No,4017
4018,"Idencroft Close, Cardiff, CF23 8PH, United Kingdom",£ 1600,       3        Bed     ,       2        Bath     ,,,, Cardiff, CF23 8PH, United Kingdom,No,No,No,No,No,No,No,No,4018
4019,"Phoenix Way, Cardiff, CF14 4PQ, United Kingdom",£ 1000,       2        Bed     ,       1        Bath     ,,,, Cardiff, CF14 4PQ, United Kingdom,No,No,No,No,No,No,No,No,4019
4020,"7 Crwys Road, Cardiff, CF24 4RJ, United Kingdom",£ 4784,       8        Bed     ,       2        Bath     ,,,, Cardiff, CF24 4RJ, United Kingdom,No,No,No,No,No,No,No,No,4020
4021,"Whitchurch Rugby, Sports and Social Club, Samuels Crescent, Cardiff, CF14 2TH, United Kingdom",£ 1250,       2        Bed     ,       1        Bath     ,,,, Cardiff, CF14 2TH, United Kingdom,No,No,No,No,No,No,No,No,4021
4022,"46 The Parade, Cardiff, CF24 3AB, United Kingdom",£ 850,       1        Bed     ,       1        Bath     ,,,, Cardiff, CF24 3AB, United Kingdom,No,No,No,No,No,No,No,No,4022
4023,"Ummul Mumineen Academy, 142 Penarth Road, Cardiff, CF11 6NJ, United Kingdom",£ 700,       1        Bed     ,       1        Bath     ,,,, Cardiff, CF11 6NJ, United Kingdom,No,No,No,No,No,No,No,No,4023
4024,"Nextbike - Cardiff University - Senghennydd Road, Senghennydd Road, Cardiff, CF24 4AF, United Kingdom",£ 695,       1        Bed     ,,,,, Cardiff, CF24 4AF, United Kingdom,No,No,No,No,No,No,No,No,4024
4025,"Benny's, 10 Albany Road, Cardiff, CF24 3RP, United Kingdom",£ 1500,       3        Bed     ,       1        Bath     ,,,, Cardiff, CF24 3RP, United Kingdom,No,No,No,No,No,No,No,No,4025
4026,"Ireton Close, Cardiff, CF23 8LQ, United Kingdom",£ 1100,       2        Bed     ,       1        Bath     ,,,, Cardiff, CF23 8LQ, United Kingdom,No,No,No,No,No,No,No,No,4026
4027,"Cornwall Court, Cornwall Street, Cardiff, CF11 6SR, United Kingdom",£ 1200,       2        Bed     ,       1        Bath     ,,,, Cardiff, CF11 6SR, United Kingdom,No,No,No,No,No,No,No,No,4027
4028,"Riverside, CF11 6AN, United Kingdom",£ 7333 ,       3        Bed     ,       1        Bath     ,,Yes,,, CF11 6AN, United Kingdom,No,No,No,No,Yes,No,No,No,4028
4029,"Brynfedw, Cardiff, CF23 9PR, United Kingdom",£ 600,              Studio     ,,,,, Cardiff, CF23 9PR, United Kingdom,No,No,No,No,No,No,No,No,4029
4030,"Brook Road, Cardiff, CF14 1DU, United Kingdom",£ 1100,       2        Bed     ,       1        Bath     ,,,, Cardiff, CF14 1DU, United Kingdom,No,No,No,No,No,No,No,No,4030
4031,"Roath, CF24 3HL, United Kingdom",£ 5164 ,       2        Bed     ,       1        Bath     ,,,,, CF24 3HL, United Kingdom,No,No,Yes,No,No,No,No,No,4031
4032,"Glynrhondda Street, Cardiff, CF24 4AN, United Kingdom",£ 477,       12        Bed     ,       4        Bath     ,,,, Cardiff, CF24 4AN, United Kingdom,No,No,No,No,No,No,No,No,4032
4033,"Hirwain Street, Cardiff, CF24 4JH, United Kingdom",£ 3150,       7        Bed     ,       3        Bath     ,,,, Cardiff, CF24 4JH, United Kingdom,No,No,No,No,No,No,No,No,4033
4034,"Bay Chambers, Mount Stuart Arcade, Cardiff, CF10 5ES, United Kingdom",£ 1455,       1        Bed     ,       1        Bath     ,,,, Cardiff, CF10 5ES, United Kingdom,No,No,No,No,No,No,No,No,4034
4035,"Glynrhondda Street, Cardiff, CF24 4AN, United Kingdom",£ 840,       1        Bed     ,,,,, Cardiff, CF24 4AN, United Kingdom,No,No,No,No,No,No,No,No,4035
4036,"Cardiff University - 20-22 North Rd, North Road, Cardiff, CF10 3DU, United Kingdom",£ 3500,       2        Bed     ,       1        Bath     ,,,, Cardiff, CF10 3DU, United Kingdom,No,No,No,No,No,No,No,No,4036
4037,"Toftingall Avenue, Cardiff, CF14 4QP, United Kingdom",£ 1300,       3        Bed     ,       1        Bath     ,,,, Cardiff, CF14 4QP, United Kingdom,No,No,No,No,No,No,No,No,4037
4038,"Minister Street, Cardiff, CF24 4HR, United Kingdom",£ 3465,       7        Bed     ,       3        Bath     ,,,, Cardiff, CF24 4HR, United Kingdom,No,No,No,No,No,No,No,No,4038
4039,"Empire, 157 - 159 Albany Road, Cardiff, CF24 3NT, United Kingdom",£ 775,       1        Bed     ,       1        Bath     ,,,, Cardiff, CF24 3NT, United Kingdom,No,No,No,No,No,No,No,No,4039
4040,"New Road, Cardiff, CF3 3EF, United Kingdom",£ 1500,       3        Bed     ,       1        Bath     ,,,, Cardiff, CF3 3EF, United Kingdom,No,No,No,No,No,No,No,No,4040
4041,"Catrine, Watkiss Way, Cardiff, CF11 0SB, United Kingdom",£ 875,       1        Bed     ,       1        Bath     ,,,, Cardiff, CF11 0SB, United Kingdom,No,No,No,No,No,No,No,No,4041
4042,"Roath, CF24 3AJ, United Kingdom",£ 4141 ,       1        Bed     ,       1        Bath     ,       258        Sq Ft     ,No,,, CF24 3AJ, United Kingdom,No,No,Yes,No,No,No,No,No,4042
4043,"Mayfair Guest House, 134 Newport Road, Cardiff, CF24 1DJ, United Kingdom",£ 563,       14        Bed     ,       9+        Bath     ,,,, Cardiff, CF24 1DJ, United Kingdom,No,No,No,No,No,No,No,No,4043
4044,"Falcon Drive, Cardiff, CF10 4RU, United Kingdom",£ 875,       1        Bed     ,       1        Bath     ,,,, Cardiff, CF10 4RU, United Kingdom,No,No,No,No,No,No,No,No,4044
4045,"Cardiff, Wales, United Kingdom",£ 4141 ,       2        Bed     ,       1        Bath     ,,,,, Wales, United Kingdom,No,No,No,No,No,No,No,No,4045
4046,"Grangetown, CF11 6RE, United Kingdom",£ 3800 ,       1        Bed     ,       1        Bath     ,,,,, CF11 6RE, United Kingdom,No,No,Yes,No,No,No,No,No,4046
4047,"Leo Abse and Cohen Solicitors, Churchill Way, Cardiff, CF10 2DY, United Kingdom",£ 1100,       2        Bed     ,       1        Bath     ,,,, Cardiff, CF10 2DY, United Kingdom,No,No,No,No,No,No,No,No,4047
4048,"Cardiff University - 20-22 North Rd, North Road, Cardiff, CF10 3DU, United Kingdom",£ 3500,       2        Bed     ,       1        Bath     ,,,, Cardiff, CF10 3DU, United Kingdom,No,No,No,No,No,No,No,No,4048
4049,"Lowther Road, Richmond Road, Cardiff, CF24 3BT, United Kingdom",£ 1250,       1        Bed     ,,,,, Cardiff, CF24 3BT, United Kingdom,No,No,No,No,No,No,No,No,4049
4050,"Pipkin Close, Cardiff, CF23 8FD, United Kingdom",£ 900,       1        Bed     ,       1        Bath     ,,,, Cardiff, CF23 8FD, United Kingdom,No,No,No,No,No,No,No,No,4050
4051,"Brithdir Street, Cardiff, CF24 4LG, United Kingdom",£ 3010,       7        Bed     ,       3        Bath     ,,,, Cardiff, CF24 4LG, United Kingdom,No,No,No,No,No,No,No,No,4051
4052,"Cardiff University - 20-22 North Rd, North Road, Cardiff, CF10 3DU, United Kingdom",£ 3500,       2        Bed     ,       1        Bath     ,,,, Cardiff, CF10 3DU, United Kingdom,No,No,No,No,No,No,No,No,4052
4053,"Glynrhondda Street, Cardiff, CF24 4AN, United Kingdom",£ 925,       1        Bed     ,,,,, Cardiff, CF24 4AN, United Kingdom,No,No,No,No,No,No,No,No,4053
4054,"Rhymney Terrace, Cardiff, CF24 4DE, United Kingdom",£ 3600,       8        Bed     ,       3        Bath     ,,,, Cardiff, CF24 4DE, United Kingdom,No,No,No,No,No,No,No,No,4054
4055,"Butetown, CF10 5AN, United Kingdom",£ 24166 ,       7        Bed     ,       7        Bath     ,"       3,000        Sq Ft     ",No,,, CF10 5AN, United Kingdom,No,No,Yes,Yes,Yes,No,No,No,4055
4056,"Aberdare House, 28 Mount Stuart Square, Cardiff, CF10 5LG, United Kingdom",£ 3700,       2        Bed     ,       2        Bath     ,,,, Cardiff, CF10 5LG, United Kingdom,No,No,No,No,No,No,No,No,4056
4057,"Vervain Close, Cardiff, CF5 4PL, United Kingdom",£ 1295,       3        Bed     ,       1        Bath     ,,,, Cardiff, CF5 4PL, United Kingdom,No,No,No,No,No,No,No,No,4057
